"","Ob","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","Age","Age_new","TotalArea2","BsmtFinSF1_New","Neighborhood_Class","TotalArea2_Transformed","Age_new_Transformed","LotArea_Transformed","BsmtFinSF1_New_Transformed"
"1026",1026,20,"RL",83,11980,"Pave","No Alley","Reg","Low","Inside","Mod","SawyerW","Norm","Norm","1Fam","1Story",7,5,1987,1987,"Gable","CompShg","Plywood","Plywood","BrkFace",177,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1433,"Unf",0,0,1433,"GasA","Ex","Y","SBrkr",1433,0,0,1433,1,0,1,1,1,1,"Gd",4,"Typ",2,"TA","Attchd",1987,"RFn",2,528,"Gd","Gd","Y",0,278,0,0,266,0,"Not Applicable","MnPrv","No misc feature",0,6,2010,"WD","Normal",226717.3898,23,23,5004,1433,"middle",8.41064544106512,2.84386697985157,9.39099387166944,6.1526406088358
"1027",1027,20,"RL",65,7800,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1967,2004,"Hip","CompShg","HdBoard","HdBoard","BrkFace",89,"TA","TA","PConc","TA","TA","No","ALQ",450,"Unf",0,414,864,"GasA","Ex","Y","SBrkr",899,0,0,899,0,0,1,0,3,1,"Gd",5,"Typ",0,"Not Applicable","Attchd",1967,"Fin",1,288,"TA","TA","Y",64,0,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,6,2009,"WD","Normal",133925.4777,42,42,3039,450,"low",7.42476436052693,3.47602664488645,8.96187901267768,4.60577935159691
"1028",1028,120,"RM",37,4426,"Pave","No Alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","TA","Av","GLQ",662,"Unf",0,186,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",0,"Not Applicable","Attchd",2004,"RFn",2,420,"TA","TA","Y",160,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2010,"WD","Normal",146982.2858,6,6,3133,662,"high",7.48152443534245,1.81712059283214,8.39525152061099,5.07241172032961
"1029",1029,60,"RL",90,11700,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Mansard","CompShg","HdBoard","AsphShn","BrkFace",365,"Gd","TA","CBlock","TA","TA","No","ALQ",384,"Rec",175,143,702,"GasA","Gd","Y","SBrkr",1041,702,0,1743,0,1,1,2,3,1,"TA",7,"Typ",1,"Gd","Attchd",1968,"Unf",2,539,"TA","TA","Y",224,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2007,"WD","Normal",179054.6501,39,39,5092,384,"middle",8.44738131610294,3.39121144301417,9.36734412078585,4.42672767880129
"1030",1030,30,"RL",55,7111,"Pave","No Alley","IR1","Bnk","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1928,1983,"Gable","CompShg","WdShing","Wd Shng","None",0,"Gd","Gd","BrkTil","TA","TA","No","LwQ",406,"BLQ",273,329,1008,"GasA","TA","Y","SBrkr",1143,0,0,1143,0,0,1,0,2,1,"TA",5,"Typ",1,"Po","Detchd",1992,"Unf",1,288,"TA","TA","Y",265,0,0,0,0,0,"Not Applicable","GdPrv","No misc feature",0,7,2008,"WD","Normal",122900.8289,80,80,3582,406,"low",7.73626602630623,4.30886938006377,8.86939815988352,4.48881294771902
"1031",1031,80,"RL",124,11512,"Pave","No Alley","IR1","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,7,1959,2006,"Gable","CompShg","Plywood","Plywood","BrkFace",84,"TA","TA","CBlock","TA","TA","Av","ALQ",719,"Unf",0,300,1019,"GasA","Gd","Y","SBrkr",1357,0,0,1357,1,0,1,0,2,1,"Ex",5,"Typ",1,"Gd","Basment",1959,"RFn",1,312,"TA","TA","Y",0,0,0,0,163,0,"Not Applicable","GdPrv","No misc feature",0,5,2008,"WD","Normal",180951.3641,49,49,4129,719,"low",8.0160648266883,3.65930571002297,9.3511452485672,5.17824056563461
"1032",1032,20,"RL",59,17169,"Pave","No Alley","IR2","Lvl","CulDSac","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2007,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",970,"Ex","TA","PConc","Ex","TA","Av","GLQ",1684,"Unf",0,636,2320,"GasA","Ex","Y","SBrkr",2290,0,0,2290,2,0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2007,"Fin",3,1174,"TA","TA","Y",192,30,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,8,2007,"New","Partial",478695.6684,1,1,9044,1684,"very high",9.75192019162123,1,9.75086071107721,6.40597916460602
"1033",1033,160,"RM",21,1680,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,7,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",281,"TA","TA","CBlock","TA","TA","No","BLQ",317,"Unf",0,355,672,"GasA","Gd","Y","SBrkr",672,546,0,1218,0,1,1,1,3,1,"TA",7,"Typ",0,"Not Applicable","Detchd",1972,"Unf",1,264,"TA","TA","Y",0,28,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2006,"WD","Normal",121928.1588,34,34,3653,317,"low",7.77432009535537,3.23961180127748,7.4265490723973,4.21953715646217
"1034",1034,20,"RL",137,16492,"Pave","No Alley","IR1","Lvl","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,1966,2002,"Gable","CompShg","BrkFace","Plywood","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",247,"Rec",713,557,1517,"GasA","Ex","Y","SBrkr",1888,0,0,1888,0,0,2,1,2,1,"Gd",6,"Mod",1,"Gd","Attchd",1966,"Fin",2,578,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"WD","Normal",194175.2472,44,44,5871,247,"middle",8.75342510209359,3.53034833532606,9.71063069382679,3.9643705232359
"1035",1035,120,"RL",44,6442,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1346,1370,"GasA","Ex","Y","SBrkr",1370,0,0,1370,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,484,"TA","TA","Y",120,49,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2007,"WD","Normal",206541.038,1,1,4772,24,"very high",8.31141769836423,1,8.77059432989114,2.21336383940064
"1036",1036,20,"RL",60,11075,"Pave","No Alley","Reg","Lvl","Corner","Gtl","ClearCr","Norm","Norm","1Fam","1Story",6,5,1984,1984,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",136,"TA","TA","PConc","Gd","TA","No","BLQ",299,"LwQ",891,0,1190,"GasA","Ex","Y","SBrkr",1522,0,0,1522,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1984,"Fin",2,552,"TA","TA","Y",0,77,0,0,168,0,"Not Applicable","GdPrv","No misc feature",0,2,2007,"WD","Normal",175543.4367,23,23,4922,299,"high",8.37597557703946,2.84386697985157,9.31244559491334,4.15831894709756
"1037",1037,30,"RL",73,7890,"Pave","No Alley","Reg","Lvl","Corner","Gtl","SWISU","Norm","Norm","1Fam","1Story",6,6,1939,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",238,"Unf",0,618,856,"GasA","TA","Y","SBrkr",856,0,0,856,1,0,1,0,2,1,"TA",4,"Typ",1,"Gd","Detchd",1939,"Unf",2,399,"TA","TA","Y",0,0,0,0,166,0,"Not Applicable","No Fence","No misc feature",0,3,2010,"WD","Normal",118909.4775,71,71,2967,238,"low",7.38039127184903,4.14081774942285,8.97335141383992,3.92775363541828
"1038",1038,50,"RM",50,6000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1940,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",521,"Unf",0,460,981,"GasA","Ex","Y","SBrkr",1014,658,0,1672,0,0,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1940,"Unf",1,240,"TA","TA","Y",0,11,0,0,0,0,"Not Applicable","GdPrv","No misc feature",0,7,2008,"WD","Normal",157122.0977,68,68,4565,521,"low",8.21978002907836,4.08165510191735,8.69951474821019,4.77759609228602
"1039",1039,160,"RM",21,1526,"Pave","No Alley","Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA","TA","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",5,"Typ",0,"Not Applicable","Not Applicable",1997,"Not Applicable",0,0,"Not Applicable","Not Applicable","Y",0,34,0,0,0,0,"Not Applicable","GdPrv","No misc feature",0,6,2006,"WD","Normal",97762.30821,36,36,2730,1,"low",7.22837477656302,3.30192724889463,7.3304052118444,1
"1040",1040,50,"RM",52,5700,"Pave","No Alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",7,7,1926,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,572,572,"GasA","TA","Y","SBrkr",572,539,0,1111,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1982,"Unf",1,288,"TA","TA","Y",0,0,176,0,0,0,"Not Applicable","No Fence","No misc feature",0,8,2008,"WD","Normal",121022.9125,82,82,3082,1,"low",7.45089011643092,4.34448148576861,8.64822145382264,1
"1041",1041,120,"RL",42,4235,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","1Story",5,5,1984,1984,"Gable","CompShg","HdBoard","HdBoard","BrkFace",149,"Gd","TA","CBlock","Gd","TA","Mn","GLQ",552,"ALQ",393,104,1049,"GasA","TA","Y","SBrkr",1049,0,0,1049,1,0,2,0,2,1,"Gd",5,"Typ",0,"Not Applicable","Attchd",1984,"Fin",1,266,"TA","TA","Y",0,105,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,2,2009,"WD","Normal",142916.2772,25,25,3562,552,"low",7.72544453384445,2.92401773821287,8.35113860708615,4.84713113593406
"1042",1042,20,"RL",63,7875,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",38,"TA","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1237,1237,"GasA","Gd","Y","SBrkr",1253,0,0,1253,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1995,"Fin",2,402,"TA","TA","Y",220,21,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2007,"WD","Normal",179962.9516,12,12,4183,1,"middle",8.04214624015757,2.28942848510666,8.97144846369383,1
"1043",1043,90,"RL",64,7018,"Pave","No Alley","Reg","Bnk","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","Stone",275,"TA","TA","CBlock","Gd","TA","Av","GLQ",1086,"Unf",0,0,1086,"GasA","TA","Y","SBrkr",1224,0,0,1224,2,0,0,2,2,2,"TA",6,"Typ",2,"TA","Detchd",1979,"Unf",2,528,"TA","TA","Y",120,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2009,"WD","Alloca",157272.3193,30,30,4337,1086,"middle",8.11516502014024,3.10723250595386,8.85623355614316,5.74060224249757
"1044",1044,50,"RM",50,6000,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,6,1927,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",276,"Unf",0,569,845,"GasA","TA","Y","SBrkr",866,430,0,1296,0,0,1,0,3,1,"TA",6,"Typ",0,"Not Applicable","Detchd",1980,"Unf",2,576,"TA","TA","Y",0,0,175,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2007,"WD","Normal",135568.7098,80,80,4013,276,"low",7.9591610021941,4.30886938006377,8.69951474821019,4.07593519647162
"1045",1045,20,"RL",85,8246,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1968,2001,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","TA","Mn","Rec",188,"ALQ",668,204,1060,"GasA","Ex","Y","SBrkr",1060,0,0,1060,1,0,1,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1968,"Unf",1,270,"TA","TA","Y",406,90,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,5,2010,"WD","Normal",158066.8828,42,42,3450,188,"low",7.66398725353544,3.47602664488645,9.01748351326684,3.70287850203083
"1046",1046,50,"RL",74,15660,"Pave","No Alley","IR1","Lvl","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,9,1939,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",312,"Gd","Gd","CBlock","TA","TA","No","BLQ",341,"Unf",0,457,798,"GasA","Ex","Y","SBrkr",1137,817,0,1954,0,1,1,1,3,1,"Gd",8,"Typ",2,"TA","Attchd",1939,"Unf",2,431,"TA","TA","Y",0,119,150,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2008,"WD","Normal",315512.0849,69,69,5449,341,"high",8.59170193476486,4.10156592970235,9.65886496954479,4.2972299580799
"1047",1047,20,"RL",76,12160,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",1000,"Unf",0,188,1188,"GasA","Fa","Y","SBrkr",1188,0,0,1188,1,0,1,0,3,1,"TA",6,"Typ",0,"Not Applicable","Attchd",1959,"RFn",2,531,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,5,2010,"COD","Abnorml",145941.0306,51,51,4275,1000,"middle",8.0860054509696,3.70842976926619,9.40590715552016,5.62341325190349
"1048",1048,80,"RL",60,10784,"Pave","No Alley","IR1","Lvl","FR2","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,1991,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",76,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA","Gd","Y","SBrkr",802,670,0,1472,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1991,"RFn",2,402,"TA","TA","Y",164,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2007,"WD","Normal",163930.0397,16,16,3806,1,"middle",7.85447561971827,2.51984209978975,9.28581883315209,1
"1049",1049,20,"RL",88,10738,"Pave","No Alley","IR1","Lvl","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1966,1966,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",792,"Unf",0,301,1093,"GasA","Gd","Y","SBrkr",1093,0,0,1093,1,0,2,0,3,1,"TA",6,"Typ",1,"Fa","Attchd",1966,"RFn",2,484,"TA","TA","Y",224,0,0,0,0,0,"Not Applicable","MnPrv","Shed",400,11,2007,"WD","Normal",160398.2884,41,41,3763,792,"middle",7.83219613469045,3.44821724038273,9.28154413098251,5.30495000531961
"1050",1050,20,"RL",75,13125,"Pave","No Alley","Reg","Lvl","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",215,"TA","TA","PConc","Gd","TA","Gd","GLQ",994,"Unf",0,484,1478,"GasA","Ex","Y","SBrkr",1493,0,0,1493,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1997,"Fin",2,508,"TA","TA","Y",140,39,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2008,"WD","Normal",213004.9265,11,11,5187,994,"high",8.48650872385832,2.22398009056932,9.48227408745982,5.61495908630409
"1051",1051,30,"RM",61,8534,"Pave","No Alley","Reg","Low","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,4,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,432,432,"GasA","TA","N","FuseA",672,0,0,672,0,0,1,0,2,1,"TA",4,"Min1",0,"Not Applicable","Not Applicable",1927,"Not Applicable",0,0,"Not Applicable","Not Applicable","N",0,0,112,0,0,0,"Not Applicable","GdWo","No misc feature",0,6,2006,"WD","Normal",63788.4261,81,81,1776,1,"low",6.49173436081691,4.32674871092222,9.05181346374795,1
"1052",1052,30,"RL",118,21299,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,1941,1963,"Hip","WdShake","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,929,929,"GasA","Ex","Y","SBrkr",2039,0,0,2039,1,0,1,1,3,1,"TA",7,"Min1",3,"Gd","2Types",1941,"Unf",3,791,"TA","TA","Y",0,0,90,0,0,0,"Not Applicable","No Fence","No misc feature",0,12,2006,"COD","Abnorml",195699.9778,65,65,5798,1,"middle",8.72608728372607,4.02072575858906,9.9664154022386,1
"1053",1053,120,"RM",60,3072,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",18,"Gd","TA","PConc","Gd","TA","No","GLQ",1059,"Unf",0,306,1365,"GasA","Ex","Y","SBrkr",1548,0,0,1548,1,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd",2004,"Fin",2,388,"TA","TA","Y",143,20,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,9,2006,"WD","Normal",222911.042,2,2,4867,1059,"high",8.35247792612226,1.25992104989487,8.03008409426756,5.70458413826512
"1054",1054,85,"RL",74,16500,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SFoyer",6,5,1971,1971,"Hip","CompShg","HdBoard","HdBoard","BrkFace",509,"TA","TA","CBlock","Gd","TA","Av","GLQ",962,"Unf",0,270,1232,"GasA","Fa","Y","SBrkr",1320,0,0,1320,0,1,2,0,3,1,"TA",5,"Typ",1,"Gd","Attchd",1971,"RFn",2,495,"TA","TA","Y",0,20,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2009,"WD","Normal",178736.9633,38,38,4876,962,"middle",8.35633657773455,3.36197540679896,9.71111565988867,5.56921222782376
"1055",1055,20,"RL",91,11830,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Somerst","Feedr","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",164,"Gd","TA","PConc","Gd","TA","No","GLQ",1220,"Unf",0,322,1542,"GasA","Ex","Y","SBrkr",1542,0,0,1542,1,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"Unf",3,852,"TA","TA","Y",168,110,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2007,"New","Partial",283794.9924,1,1,5642,1220,"high",8.66678993819832,1,9.37839395697243,5.91003370490778
"1056",1056,20,"RL",75,9937,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1965,1965,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","TA","TA","No","BLQ",830,"LwQ",290,136,1256,"GasA","Gd","Y","SBrkr",1256,0,0,1256,1,0,1,1,3,1,"TA",6,"Typ",0,"Not Applicable","Attchd",1965,"Fin",1,276,"TA","TA","Y",736,68,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",151716.4163,43,43,4044,830,"low",7.97448759371651,3.50339806038672,9.20402044323136,5.36746873132726
"1057",1057,30,"RL",94,9259,"Pave","No Alley","Reg","Lvl","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,4,1927,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,660,660,"GasA","TA","N","SBrkr",756,0,0,756,0,0,1,0,2,1,"TA",4,"Typ",0,"Not Applicable","Detchd",1945,"Unf",2,440,"TA","TA","N",80,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"WD","Normal",82084.19838,83,83,2612,1,"low",7.148967013263,4.36207067145484,9.13335133044805,1
"1058",1058,60,"RL",80,9200,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",473,"Gd","TA","PConc","Gd","TA","No","GLQ",986,"Unf",0,484,1470,"GasA","Gd","Y","SBrkr",1470,1160,0,2630,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1998,"Fin",3,696,"TA","TA","Y",0,66,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",318882.2684,10,10,7899,986,"very high",9.42742374965821,2.15443469003188,9.12695876303713,5.60362712323145
"1059",1059,70,"RL",73,24090,"Pave","No Alley","Reg","Lvl","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",7,7,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","Unf",0,"Unf",0,1032,1032,"GasA","Ex","Y","SBrkr",1207,1196,0,2403,0,0,2,0,4,1,"TA",10,"Typ",2,"TA","Attchd",1940,"Unf",1,349,"TA","TA","Y",56,0,318,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"COD","Normal",248478.5369,70,70,6187,1,"high",8.86890553224702,4.12128529980856,10.0895520956089,1
"1060",1060,20,"RL",85,15300,"Pave","No Alley","Reg","Bnk","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,1965,1977,"Hip","CompShg","Plywood","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",42,"Unf",0,1026,1068,"GasA","TA","Y","SBrkr",1264,0,0,1264,1,0,1,0,2,1,"TA",7,"Typ",1,"TA","Attchd",1965,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"WD","Normal",139189.6524,45,45,4124,42,"middle",8.013636966572,3.55689330449006,9.63560810738053,2.54572989502183
"1061",1061,120,"RL",110,3940,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",143,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1073,"Unf",0,342,1415,"GasA","Ex","Y","SBrkr",1455,0,0,1455,1,0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2003,"Fin",3,644,"TA","TA","Y",156,20,0,0,144,0,"Not Applicable","No Fence","No misc feature",0,8,2008,"WD","Normal",228304.4885,5,5,5112,1073,"high",8.45566388445508,1.7099759466767,8.27893600229198,5.72334506283855
"1062",1062,20,"RL",80,11600,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",175,"TA","TA","CBlock","TA","TA","No","Rec",565,"Unf",0,818,1383,"GasA","TA","Y","SBrkr",1383,0,0,1383,0,0,1,1,3,1,"TA",7,"Typ",0,"Not Applicable","Attchd",1960,"RFn",1,292,"TA","TA","Y",0,45,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2006,"WD","Normal",149301.3983,46,46,4616,565,"middle",8.24264223449326,3.58304787101595,9.35876037709446,4.87542086880809
"1063",1063,90,"RL",70,8078,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1958,1958,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",260,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1560,1560,"GasA","TA","Y","SBrkr",1560,0,0,1560,0,0,2,0,4,2,"TA",8,"Typ",0,"Not Applicable","Detchd",1958,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,12,2007,"WD","Normal",158819.8789,49,49,5424,1,"middle",8.58183025689089,3.65930571002297,8.99689959612336,1
"1064",1064,30,"RM",50,5000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Feedr","Norm","1Fam","1Story",4,7,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",188,"Unf",0,577,765,"GasA","TA","N","FuseF",765,0,0,765,1,0,1,0,2,1,"Gd",4,"Typ",0,"Not Applicable","Detchd",1926,"Unf",1,200,"Fa","TA","P",135,0,41,0,0,0,"Not Applicable","MnPrv","No misc feature",0,4,2010,"WD","Normal",82719.75012,85,85,2495,188,"low",7.06752962321126,4.39682967215818,8.51719319141624,3.70287850203083
"1065",1065,60,"RL",64,15038,"Pave","No Alley","IR2","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1996,1996,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","Rec",138,"Unf",0,778,916,"GasA","Gd","Y","SBrkr",916,720,0,1636,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1996,"Fin",2,386,"TA","TA","Y",168,84,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,11,2008,"WD","Normal",169707.4113,12,12,4574,138,"middle",8.22382840747809,2.28942848510666,9.61833560993797,3.42743929551943
